train,val,test
tumor_074,,
tumor_076,,
tumor_077,,
tumor_078,,
tumor_079,,
tumor_080,,
tumor_081,,
tumor_082,,
tumor_083,,
tumor_084,,
tumor_085,,
tumor_086,,
tumor_088,,
tumor_089,,
tumor_090,,
tumor_091,,
tumor_092,,
tumor_093,,
tumor_094,,
tumor_095,,
tumor_096,,
tumor_097,,
tumor_098,,
tumor_099,,
tumor_100,,
tumor_102,,
tumor_103,,
tumor_104,,
tumor_105,,
tumor_106,,
tumor_107,,
tumor_108,,
tumor_110,,
tumor_111,,
