train,val,test
normal_105,,
normal_106,,
normal_108,,
normal_109,,
normal_111,,
normal_112,,
normal_114,,
normal_115,,
normal_116,,
normal_117,,
normal_118,,
normal_119,,
normal_122,,
normal_123,,
normal_124,,
normal_125,,
normal_126,,
normal_127,,
normal_128,,
normal_129,,
normal_130,,
normal_133,,
normal_134,,
normal_135,,
normal_136,,
normal_137,,
normal_138,,
normal_139,,
normal_140,,
normal_141,,
normal_142,,
normal_143,,
normal_144,,
normal_145,,
normal_146,,
normal_147,,
normal_148,,
normal_149,,
normal_151,,
normal_152,,
normal_153,,
normal_154,,
normal_155,,
normal_157,,
normal_158,,
normal_159,,
tumor_001,,
tumor_002,,
tumor_003,,
tumor_004,,
tumor_005,,
tumor_006,,
tumor_007,,
tumor_008,,
tumor_009,,
tumor_010,,
tumor_012,,
tumor_014,,
tumor_015,,
tumor_016,,
tumor_017,,
tumor_018,,
tumor_019,,
tumor_020,,
tumor_021,,
tumor_022,,
tumor_024,,
tumor_027,,
tumor_028,,
tumor_029,,
tumor_030,,
tumor_031,,
tumor_032,,
tumor_033,,
tumor_034,,
tumor_035,,
tumor_036,,
tumor_038,,
tumor_039,,
tumor_041,,
tumor_043,,
tumor_044,,
tumor_045,,
tumor_046,,
tumor_047,,
tumor_049,,
tumor_050,,
tumor_051,,
tumor_052,,
tumor_053,,
tumor_054,,
tumor_056,,
tumor_057,,
tumor_059,,
tumor_060,,
tumor_061,,
tumor_062,,
tumor_063,,
tumor_064,,
tumor_065,,
tumor_066,,
tumor_067,,
tumor_068,,
tumor_069,,
tumor_070,,
tumor_071,,
tumor_073,,
tumor_074,,
tumor_075,,
tumor_077,,
tumor_079,,
tumor_080,,
tumor_081,,
tumor_082,,
tumor_084,,
tumor_085,,
tumor_087,,
tumor_089,,
tumor_090,,
tumor_093,,
tumor_095,,
tumor_096,,
tumor_098,,
tumor_099,,
tumor_100,,
tumor_101,,
tumor_102,,
tumor_106,,
tumor_109,,
tumor_110,,
tumor_111,,
